recommendation_id,user_id,movie_id,recommendation_date,recommendation_type,recommendation_score,was_clicked,position_in_list,device_type,time_of_day,algorithm_version
rec_031284,user_04949,movie_0376,2025-10-14,genre_based,0.668,True,2,Smart TV,night,v1.3
rec_031285,user_01672,movie_0928,2025-05-03,new_releases,0.166,True,4,Laptop,night,v1.3
rec_031286,user_01839,movie_0935,2024-09-25,new_releases,0.14,False,11,Tablet,night,v2.0
rec_031287,user_05144,movie_0211,2025-01-05,personalized,0.375,True,18,Smart TV,morning,v1.4
rec_031288,user_06748,movie_0112,2024-04-21,trending,0.546,False,2,Tablet,night,v1.4
rec_031289,user_01468,movie_0700,2024-06-21,genre_based,0.411,False,18,Laptop,evening,v1.2
rec_031290,user_07048,movie_0481,2025-08-12,similar_users,,False,4,Laptop,night,v1.4
rec_031291,user_03286,movie_0330,2025-06-25,personalized,0.183,True,7,Mobile,morning,v1.3
rec_031292,user_07213,movie_0927,2024-02-28,similar_users,0.6,False,9,Laptop,afternoon,
rec_031293,user_06403,movie_0029,2025-03-16,genre_based,0.248,True,1,Tablet,morning,v2.0
rec_031294,user_09292,movie_0018,2025-05-10,similar_users,0.44,False,18,Mobile,morning,v1.3
rec_031295,user_05421,movie_0176,2024-05-27,similar_users,0.113,False,15,Mobile,morning,v1.3
rec_031296,user_09468,movie_0090,2024-11-22,personalized,,False,13,Mobile,morning,v1.4
rec_031297,user_06338,movie_0998,2025-01-14,new_releases,,False,3,Laptop,morning,v1.4
rec_031298,user_04201,movie_0185,2024-02-03,personalized,0.827,False,3,Smart TV,afternoon,v1.4
rec_031299,user_03599,movie_0244,2025-09-22,trending,0.789,False,15,Smart TV,night,v1.2
rec_031300,user_08236,movie_0282,2025-04-10,new_releases,0.75,False,14,Smart TV,evening,v1.3
rec_031301,user_07716,movie_0111,2025-07-07,trending,0.784,False,20,Mobile,morning,v1.3
rec_031302,user_04585,movie_0806,2024-11-01,similar_users,0.902,False,19,Laptop,morning,v2.0
rec_031303,user_06234,movie_0159,2025-09-09,genre_based,0.697,False,7,Tablet,evening,v1.3
rec_031304,user_07491,movie_0139,2025-07-22,similar_users,0.653,False,11,Smart TV,night,v1.2
rec_031305,user_01258,movie_0057,2025-06-17,similar_users,0.23,False,12,Mobile,evening,v1.3
rec_031306,user_00851,movie_0040,2025-06-30,genre_based,0.57,False,8,Smart TV,night,v1.4
rec_031307,user_08010,movie_0010,2025-10-18,new_releases,0.651,False,14,Mobile,afternoon,v2.0
rec_031308,user_01996,movie_0021,2024-10-06,personalized,0.392,False,14,Mobile,night,v1.3
rec_031309,user_00043,movie_0205,2025-06-21,genre_based,0.946,False,15,Mobile,morning,v1.4
rec_031310,user_04876,movie_0823,2025-11-28,trending,0.904,False,18,Laptop,night,v1.4
rec_031311,user_02069,movie_0832,2024-07-15,trending,0.279,False,5,Smart TV,morning,v1.4
rec_031312,user_04522,movie_0361,2024-05-19,genre_based,0.247,False,13,Tablet,morning,v1.4
rec_031313,user_00534,movie_0560,2025-02-20,genre_based,0.595,True,4,Laptop,evening,v1.4
rec_031314,user_09117,movie_0610,2024-08-16,new_releases,0.735,False,5,Smart TV,afternoon,v2.0
rec_031315,user_02954,movie_0616,2025-12-27,personalized,0.392,False,18,Tablet,morning,v1.3
rec_031316,user_05747,movie_0661,2025-01-13,genre_based,0.857,True,3,Laptop,evening,
rec_031317,user_08403,movie_0779,2024-02-19,similar_users,0.267,False,1,Smart TV,night,v1.3
rec_031318,user_00076,movie_0256,2024-06-16,similar_users,0.515,True,10,Smart TV,evening,v2.0
rec_031319,user_05203,movie_0694,2025-03-17,genre_based,0.969,False,5,Mobile,morning,v1.2
rec_031320,user_09929,movie_0381,2025-02-21,personalized,0.99,False,15,Tablet,afternoon,v2.0
rec_031321,user_09620,movie_0397,2024-12-10,similar_users,0.841,False,20,Laptop,evening,v1.3
rec_031322,user_01503,movie_0937,2025-11-25,genre_based,0.589,False,19,Mobile,evening,v1.3
rec_031323,user_05821,movie_0299,2025-08-06,new_releases,0.613,False,12,Mobile,afternoon,v1.4
rec_031324,user_08602,movie_0890,2024-04-12,trending,,False,15,Laptop,morning,v1.3
rec_031325,user_09566,movie_0342,2025-05-01,personalized,0.9,False,13,Tablet,evening,v1.3
rec_031326,user_03286,movie_0340,2025-09-27,trending,0.486,True,17,Tablet,morning,v1.4
rec_031327,user_00205,movie_0925,2024-10-20,trending,0.352,False,20,Tablet,night,v1.2
rec_031328,user_01086,movie_0157,2025-08-12,similar_users,0.718,False,13,Laptop,morning,v1.3
rec_031329,user_02103,movie_0342,2024-04-21,personalized,0.522,False,1,Mobile,afternoon,v1.3
rec_031330,user_09690,movie_0827,2025-07-30,genre_based,0.286,False,3,Mobile,afternoon,v1.3
rec_031331,user_07296,movie_0154,2024-01-10,trending,0.678,False,10,Laptop,evening,
rec_031332,user_03335,movie_0426,2024-10-24,personalized,0.132,False,7,Mobile,night,v1.4
rec_031333,user_07669,movie_0651,2024-02-11,genre_based,0.72,False,7,Laptop,afternoon,v1.4
rec_031334,user_04588,movie_0211,2024-10-19,trending,0.214,False,1,Tablet,night,v1.3
rec_031335,user_08361,movie_0104,2025-01-27,trending,0.285,True,7,Mobile,night,v2.0
rec_031336,user_08113,movie_0519,2024-05-11,new_releases,0.252,False,4,Smart TV,night,v1.3
rec_031337,user_05686,movie_0911,2025-09-13,trending,0.782,False,4,Laptop,evening,v2.0
rec_031338,user_03040,movie_0161,2025-08-18,trending,0.617,False,2,Tablet,morning,v1.3
rec_031339,user_01496,movie_0047,2024-09-10,new_releases,0.945,False,2,Smart TV,morning,v1.4
rec_031340,user_03716,movie_0215,2024-07-28,personalized,0.144,False,10,Tablet,morning,v1.3
rec_031341,user_02338,movie_0344,2024-07-07,new_releases,0.605,False,7,Mobile,evening,v1.4
rec_031342,user_05776,movie_0684,2024-08-24,new_releases,0.212,False,19,Laptop,morning,v1.2
rec_031343,user_05281,movie_0427,2025-06-17,personalized,0.774,False,10,Laptop,night,v1.4
rec_031344,user_01247,movie_0652,2024-07-21,similar_users,0.114,True,11,Smart TV,evening,v1.3
rec_031345,user_04475,movie_0240,2024-05-17,similar_users,0.818,False,13,Smart TV,night,v1.3
rec_031346,user_05156,movie_0182,2025-11-18,trending,0.239,False,13,Tablet,evening,v1.2
rec_031347,user_03390,movie_0511,2025-01-29,trending,,True,5,Mobile,evening,v2.0
rec_031348,user_09249,movie_0347,2025-02-28,trending,0.429,False,19,Tablet,night,v1.2
rec_031349,user_01107,movie_0004,2024-11-18,personalized,0.547,True,19,Mobile,night,v1.4
rec_031350,user_00658,movie_0286,2024-11-23,personalized,0.905,False,1,Smart TV,morning,v1.3
rec_031351,user_03282,movie_0776,2024-06-14,trending,,True,1,Tablet,evening,v2.0
rec_031352,user_09811,movie_0484,2024-02-11,similar_users,0.563,True,5,Mobile,afternoon,v1.4
rec_031353,user_01409,movie_0015,2024-10-18,similar_users,0.555,False,7,Mobile,night,v1.4
rec_031354,user_08631,movie_0882,2025-12-21,new_releases,0.636,False,1,Smart TV,evening,v1.3
rec_031355,user_09704,movie_0923,2024-02-12,trending,0.451,False,11,Mobile,night,v2.0
rec_031356,user_09970,movie_0846,2024-08-18,similar_users,0.101,False,18,Mobile,afternoon,v1.4
rec_031357,user_03224,movie_0473,2025-07-30,new_releases,0.251,False,1,Tablet,evening,v2.0
rec_031358,user_05220,movie_0930,2024-05-05,trending,0.309,False,14,Mobile,evening,v2.0
rec_031359,user_01662,movie_0849,2024-06-04,genre_based,0.477,False,14,Tablet,night,
rec_031360,user_09650,movie_0082,2025-01-02,personalized,0.908,False,10,Tablet,morning,v1.3
rec_031361,user_02235,movie_0026,2025-11-16,genre_based,0.579,False,12,Laptop,afternoon,v1.4
rec_031362,user_04867,movie_0933,2025-01-11,new_releases,0.372,True,17,Laptop,afternoon,v1.3
rec_031363,user_05646,movie_0892,2025-01-25,trending,0.666,False,7,Laptop,morning,v1.4
rec_031364,user_06209,movie_0158,2024-05-09,genre_based,0.636,False,13,Tablet,morning,v1.4
rec_031365,user_04263,movie_0672,2025-08-19,genre_based,0.925,False,2,Laptop,afternoon,v1.4
rec_031366,user_09774,movie_0697,2024-02-28,similar_users,0.552,False,1,Smart TV,night,v1.4
rec_031367,user_01474,movie_0584,2025-09-10,new_releases,,False,18,Smart TV,evening,v1.4
rec_031368,user_08150,movie_0212,2025-07-13,new_releases,0.645,False,2,Mobile,morning,v1.4
rec_031369,user_06480,movie_0687,2025-11-20,trending,,False,9,Smart TV,morning,v1.3
rec_031370,user_09634,movie_0837,2024-05-29,trending,0.112,False,2,Smart TV,evening,v1.3
rec_031371,user_06129,movie_0300,2025-12-25,personalized,0.73,True,15,Tablet,night,v1.4
rec_031372,user_01263,movie_0339,2024-03-23,trending,0.23,True,3,Tablet,morning,v1.4
rec_031373,user_05048,movie_0872,2025-01-29,personalized,0.65,False,1,Smart TV,morning,
rec_031374,user_03590,movie_0732,2024-06-07,similar_users,0.86,True,10,Tablet,evening,v2.0
rec_031375,user_06753,movie_0283,2024-10-25,personalized,0.992,False,19,Laptop,afternoon,v2.0
rec_031376,user_02788,movie_0173,2025-01-23,new_releases,0.176,False,6,Laptop,afternoon,v1.3
rec_031377,user_07698,movie_0466,2025-10-25,trending,0.634,False,14,Tablet,afternoon,v1.3
rec_031378,user_02184,movie_0185,2024-10-06,similar_users,,False,17,Smart TV,night,v1.4
rec_031379,user_06035,movie_0921,2024-08-15,similar_users,0.894,False,2,Mobile,night,v1.4
rec_031380,user_05065,movie_0630,2025-03-28,similar_users,0.699,False,8,Smart TV,night,v1.3
rec_031381,user_07225,movie_0984,2024-02-02,personalized,0.127,True,17,Laptop,night,v1.4
rec_031382,user_02951,movie_0202,2024-01-10,trending,0.485,False,7,Tablet,night,v1.3
rec_031383,user_09515,movie_0695,2025-01-04,genre_based,0.952,False,8,Laptop,afternoon,v1.4
rec_031384,user_01576,movie_0279,2024-03-16,similar_users,0.294,False,3,Mobile,morning,v1.2
rec_031385,user_09873,movie_0448,2025-05-06,genre_based,,False,13,Laptop,morning,v1.4
rec_031386,user_02143,movie_0226,2025-11-14,trending,,False,9,Laptop,night,v1.3
rec_031387,user_04627,movie_0381,2024-04-15,trending,,False,15,Smart TV,night,v1.4
rec_031388,user_01495,movie_0546,2025-12-17,personalized,0.974,False,10,Tablet,night,v2.0
rec_031389,user_04256,movie_0949,2025-09-10,trending,,False,9,Smart TV,afternoon,v2.0
rec_031390,user_00801,movie_0820,2024-06-13,personalized,0.562,False,7,Mobile,evening,v2.0
rec_031391,user_09517,movie_0904,2025-06-21,new_releases,0.743,False,11,Tablet,night,v1.4
rec_031392,user_06352,movie_0267,2025-04-24,similar_users,0.356,False,14,Smart TV,afternoon,v1.3
rec_031393,user_00963,movie_0054,2024-02-12,trending,0.91,False,7,Mobile,afternoon,v1.4
rec_031394,user_01902,movie_0427,2024-05-01,new_releases,0.306,False,9,Smart TV,night,v1.4
rec_031395,user_04091,movie_0082,2024-09-01,personalized,0.817,False,17,Laptop,afternoon,v1.3
rec_031396,user_02029,movie_0789,2024-08-07,trending,0.75,False,10,Smart TV,morning,v1.4
rec_031397,user_08042,movie_0374,2025-10-31,genre_based,0.326,False,1,Tablet,afternoon,v1.4
rec_031398,user_07724,movie_0758,2024-04-25,genre_based,0.245,True,10,Laptop,morning,v2.0
rec_031399,user_03713,movie_0310,2025-10-22,similar_users,0.353,False,20,Smart TV,afternoon,v1.3
rec_031400,user_08777,movie_0433,2024-05-17,personalized,0.829,True,3,Tablet,night,v1.3
rec_031401,user_01035,movie_0632,2024-11-19,genre_based,0.831,False,15,Tablet,afternoon,v1.4
rec_031402,user_03577,movie_0272,2025-10-13,personalized,0.978,True,1,Laptop,morning,v2.0
rec_031403,user_00352,movie_0752,2024-12-25,genre_based,0.187,True,14,Mobile,afternoon,v1.3
rec_031404,user_09640,movie_0169,2025-10-18,similar_users,0.297,False,7,Laptop,night,v2.0
rec_031405,user_01107,movie_0784,2025-03-01,similar_users,0.901,False,13,Mobile,morning,v2.0
rec_031406,user_01504,movie_0033,2025-11-25,personalized,0.953,False,15,Tablet,morning,
rec_031407,user_04656,movie_0630,2025-02-20,similar_users,0.889,False,5,Smart TV,night,v1.4
rec_031408,user_07310,movie_0197,2024-06-10,genre_based,0.146,False,11,Tablet,evening,v1.4
rec_031409,user_08764,movie_0730,2025-09-21,similar_users,0.537,False,2,Laptop,afternoon,v1.4
rec_031410,user_02591,movie_0148,2025-08-07,new_releases,0.544,False,11,Mobile,morning,v2.0
rec_031411,user_07785,movie_0994,2024-04-15,personalized,0.374,True,7,Mobile,morning,v2.0
rec_031412,user_02459,movie_0432,2025-07-25,new_releases,0.158,False,6,Tablet,night,v2.0
rec_031413,user_09016,movie_0120,2024-04-03,similar_users,0.709,False,14,Smart TV,evening,
rec_031414,user_00459,movie_0269,2024-07-17,personalized,0.719,False,16,Tablet,evening,v1.4
rec_031415,user_03296,movie_0599,2025-03-27,genre_based,0.352,False,14,Smart TV,morning,v1.4
rec_031416,user_01654,movie_0074,2025-06-15,similar_users,0.407,False,5,Smart TV,afternoon,v1.4
rec_031417,user_03244,movie_0939,2024-06-08,new_releases,0.836,False,19,Mobile,morning,v1.4
rec_031418,user_03312,movie_0577,2025-03-16,genre_based,0.642,True,4,Mobile,afternoon,v1.3
rec_031419,user_08851,movie_0512,2024-03-24,new_releases,0.476,True,17,Tablet,afternoon,v1.4
rec_031420,user_09062,movie_0693,2025-05-21,similar_users,0.67,False,11,Smart TV,afternoon,v1.4
rec_031421,user_06203,movie_0752,2024-01-17,trending,0.584,False,11,Smart TV,morning,v1.4
rec_031422,user_03890,movie_0121,2024-05-17,similar_users,0.117,False,9,Laptop,night,v1.3
rec_031423,user_08027,movie_0031,2025-08-04,genre_based,0.378,True,16,Laptop,afternoon,v1.3
rec_031424,user_02240,movie_0373,2025-08-15,genre_based,0.442,False,4,Tablet,afternoon,v1.3
rec_031425,user_09161,movie_0961,2024-08-25,personalized,0.496,True,5,Tablet,afternoon,v1.3
rec_031426,user_07856,movie_0947,2025-01-24,similar_users,0.467,False,1,Mobile,night,v1.4
rec_031427,user_01642,movie_0199,2025-10-25,personalized,0.323,False,2,Tablet,morning,v1.3
rec_031428,user_01326,movie_0946,2025-04-14,new_releases,0.785,False,14,Tablet,night,v1.2
rec_031429,user_02298,movie_0620,2025-08-26,new_releases,,False,14,Laptop,afternoon,v1.4
rec_031430,user_09701,movie_0436,2025-03-14,similar_users,0.964,False,19,Laptop,night,v1.4
rec_031431,user_02153,movie_0528,2024-07-08,similar_users,0.44,False,2,Mobile,night,v1.3
rec_031432,user_00992,movie_0898,2024-07-16,personalized,0.668,True,17,Smart TV,morning,v1.4
rec_031433,user_00352,movie_0253,2024-04-05,trending,,True,10,Laptop,afternoon,v1.3
rec_031434,user_06188,movie_0622,2025-06-21,personalized,0.816,False,8,Mobile,morning,v1.3
rec_031435,user_03662,movie_0596,2025-02-27,new_releases,0.889,False,10,Mobile,morning,v1.4
rec_031436,user_07576,movie_0054,2025-02-19,genre_based,0.485,False,3,Laptop,evening,v1.4
rec_031437,user_04400,movie_0659,2024-05-05,similar_users,0.381,False,7,Smart TV,afternoon,v1.2
rec_031438,user_05033,movie_0913,2025-12-12,trending,0.263,False,20,Tablet,evening,
rec_031439,user_00712,movie_0078,2025-12-24,trending,0.411,True,19,Laptop,afternoon,v1.4
rec_031440,user_01416,movie_0212,2025-02-03,personalized,,False,5,Tablet,morning,v1.4
rec_031441,user_08727,movie_0590,2025-07-21,genre_based,0.464,False,11,Laptop,afternoon,
rec_031442,user_08796,movie_0102,2024-02-23,personalized,0.877,False,1,Laptop,afternoon,v1.3
rec_031443,user_09207,movie_0733,2025-10-09,trending,0.168,True,12,Smart TV,night,v1.3
rec_031444,user_07431,movie_0458,2025-05-06,personalized,0.71,False,4,Mobile,evening,v1.4
rec_031445,user_08887,movie_0737,2025-06-27,personalized,0.581,False,20,Tablet,evening,v1.2
rec_031446,user_04320,movie_0973,2025-06-17,personalized,,True,12,Tablet,morning,
rec_031447,user_01137,movie_0830,2025-02-16,trending,0.975,False,6,Tablet,morning,v2.0
rec_031448,user_01122,movie_0471,2025-11-17,personalized,0.447,False,3,Tablet,night,v1.4
rec_031449,user_06014,movie_0484,2024-05-26,new_releases,0.624,False,19,Tablet,night,v1.4
rec_031450,user_01579,movie_0543,2024-07-20,similar_users,0.821,False,1,Tablet,morning,v1.4
rec_031451,user_00886,movie_0961,2024-02-26,new_releases,0.414,False,8,Tablet,night,v2.0
rec_031452,user_00561,movie_0878,2025-02-21,trending,0.559,False,20,Smart TV,evening,v1.4
rec_031453,user_03859,movie_0425,2024-06-02,similar_users,0.554,False,4,Smart TV,evening,v2.0
rec_031454,user_07501,movie_0600,2025-01-25,similar_users,0.512,False,8,Laptop,night,v1.4
rec_031455,user_03945,movie_0355,2025-04-14,similar_users,0.199,True,16,Laptop,night,v2.0
rec_031456,user_05056,movie_0862,2024-06-28,personalized,0.228,False,14,Tablet,evening,v1.4
rec_031457,user_04043,movie_0142,2024-07-19,similar_users,0.913,False,2,Smart TV,evening,v1.3
rec_031458,user_01751,movie_0072,2024-08-17,similar_users,0.331,False,10,Laptop,night,v1.4
rec_031459,user_04152,movie_0316,2024-11-28,genre_based,0.158,False,16,Tablet,afternoon,v2.0
rec_031460,user_01713,movie_0075,2024-05-03,personalized,0.573,False,5,Smart TV,evening,v1.3
rec_031461,user_02164,movie_0124,2024-10-07,new_releases,0.142,False,10,Mobile,night,v2.0
rec_031462,user_04579,movie_0579,2025-01-31,new_releases,0.149,False,11,Smart TV,afternoon,v1.3
rec_031463,user_02838,movie_0997,2024-03-17,personalized,0.107,False,9,Mobile,evening,v1.3
rec_031464,user_02978,movie_0267,2024-06-11,new_releases,0.879,False,11,Mobile,evening,v1.3
rec_031465,user_02350,movie_0983,2024-12-28,personalized,0.756,True,16,Laptop,afternoon,v1.3
rec_031466,user_07670,movie_0662,2025-08-17,trending,0.236,True,2,Mobile,evening,v1.4
rec_031467,user_09659,movie_0510,2024-09-02,genre_based,0.993,False,14,Laptop,night,v1.2
rec_031468,user_02770,movie_0907,2024-09-19,new_releases,0.737,False,15,Tablet,night,v1.3
rec_031469,user_04599,movie_0414,2025-04-25,trending,0.791,False,11,Tablet,night,v1.3
rec_031470,user_05474,movie_0976,2024-04-28,similar_users,,False,7,Mobile,afternoon,v1.2
rec_031471,user_07654,movie_0333,2024-02-01,new_releases,0.53,False,13,Mobile,evening,v1.4
rec_031472,user_07942,movie_0684,2025-12-19,similar_users,0.665,True,4,Mobile,morning,v1.4
rec_031473,user_02349,movie_0692,2025-05-13,genre_based,0.968,False,2,Tablet,night,v1.2
rec_031474,user_00724,movie_0116,2024-10-15,new_releases,0.725,False,19,Tablet,night,v1.4
rec_031475,user_02164,movie_0522,2025-10-25,similar_users,0.619,False,16,Smart TV,afternoon,v2.0
rec_031476,user_00520,movie_0275,2024-07-03,personalized,0.858,False,17,Mobile,morning,v1.4
rec_031477,user_06367,movie_0574,2025-10-23,similar_users,0.243,False,7,Laptop,morning,v1.3
rec_031478,user_02553,movie_0414,2024-11-03,new_releases,0.584,True,4,Mobile,night,v1.3
rec_031479,user_08072,movie_0395,2025-04-01,trending,0.745,False,1,Mobile,morning,v2.0
rec_031480,user_04055,movie_0247,2025-06-30,new_releases,0.381,False,17,Tablet,morning,v1.4
rec_031481,user_01028,movie_0705,2024-10-16,personalized,,False,4,Laptop,afternoon,v1.2
rec_031482,user_06744,movie_0249,2025-07-21,new_releases,0.969,False,19,Laptop,morning,v1.4
rec_031483,user_06435,movie_0936,2025-10-15,genre_based,,True,20,Mobile,afternoon,v1.4
rec_031484,user_06385,movie_0677,2024-01-03,new_releases,0.4,False,4,Mobile,evening,v1.4
rec_031485,user_05753,movie_0262,2024-09-30,genre_based,0.754,False,13,Tablet,night,v1.2
rec_031486,user_06580,movie_0320,2025-05-17,personalized,0.445,False,15,Laptop,afternoon,v2.0
rec_031487,user_09193,movie_0233,2025-04-28,personalized,0.36,False,17,Smart TV,morning,v1.4
rec_031488,user_09786,movie_0032,2024-10-07,personalized,0.531,False,17,Tablet,evening,v1.3
rec_031489,user_00271,movie_0488,2024-02-04,new_releases,0.555,True,4,Mobile,night,v1.4
rec_031490,user_05546,movie_0118,2025-08-23,trending,0.574,False,17,Mobile,morning,v2.0
rec_031491,user_06331,movie_0941,2025-11-16,similar_users,0.916,False,16,Laptop,night,v1.3
rec_031492,user_03578,movie_0054,2024-09-01,genre_based,0.372,False,3,Tablet,evening,v1.3
rec_031493,user_07918,movie_0639,2024-07-28,trending,0.21,False,7,Smart TV,afternoon,v1.3
rec_031494,user_06426,movie_0023,2025-07-11,similar_users,0.848,False,12,Smart TV,afternoon,v1.4
rec_031495,user_02491,movie_0997,2025-05-02,personalized,,False,10,Laptop,morning,v1.3
rec_031496,user_06123,movie_0010,2024-02-03,genre_based,0.73,False,1,Smart TV,evening,v1.4
rec_031497,user_01599,movie_0040,2025-05-11,similar_users,0.758,False,16,Mobile,morning,v1.3
rec_031498,user_06718,movie_0831,2024-05-21,personalized,0.144,False,13,Laptop,evening,v1.3
rec_031499,user_01416,movie_0013,2024-07-28,genre_based,0.557,False,18,Tablet,night,v1.3
rec_031500,user_00753,movie_0100,2024-09-26,trending,0.763,False,1,Smart TV,evening,v1.4
rec_031501,user_00319,movie_0725,2024-09-26,trending,0.845,True,4,Laptop,afternoon,v2.0
rec_031502,user_09011,movie_0095,2024-07-19,genre_based,0.514,False,20,Tablet,afternoon,v1.3
rec_031503,user_00284,movie_0562,2024-04-17,trending,0.361,False,11,Laptop,afternoon,
rec_031504,user_06260,movie_0237,2024-03-22,trending,0.716,True,8,Smart TV,afternoon,v1.4
rec_031505,user_08324,movie_0325,2025-10-14,personalized,0.959,False,10,Smart TV,evening,
rec_031506,user_09535,movie_0099,2024-08-01,personalized,0.774,True,17,Tablet,afternoon,v1.3
rec_031507,user_02452,movie_0623,2025-05-25,similar_users,0.673,False,13,Laptop,afternoon,v1.4
rec_031508,user_09524,movie_0275,2024-07-25,new_releases,0.151,True,12,Laptop,night,v1.3
rec_031509,user_08313,movie_0734,2025-04-24,personalized,0.58,False,13,Smart TV,morning,v1.3
rec_031510,user_00454,movie_0328,2024-03-31,new_releases,0.672,False,9,Smart TV,morning,v2.0
rec_031511,user_03945,movie_0652,2024-03-30,personalized,0.347,False,19,Tablet,morning,v1.2
rec_031512,user_03335,movie_0242,2025-02-02,trending,0.172,False,20,Laptop,night,v1.3
rec_031513,user_06703,movie_0701,2024-12-15,new_releases,0.726,False,4,Tablet,evening,v1.3
rec_031514,user_06312,movie_0383,2024-01-14,new_releases,0.503,False,8,Tablet,afternoon,v2.0
rec_031515,user_03969,movie_0545,2024-01-25,new_releases,0.546,False,1,Mobile,afternoon,v2.0
rec_031516,user_09426,movie_0522,2024-04-16,genre_based,0.178,False,4,Smart TV,evening,v1.2
rec_031517,user_08366,movie_0927,2025-08-20,trending,0.155,False,15,Laptop,evening,v1.2
rec_031518,user_09690,movie_0772,2025-12-27,trending,0.591,False,20,Smart TV,evening,v1.4
rec_031519,user_08297,movie_0689,2024-02-20,personalized,0.732,False,11,Tablet,night,v1.3
rec_031520,user_07227,movie_0270,2024-01-11,trending,0.231,False,1,Tablet,night,v2.0
rec_031521,user_05323,movie_0429,2025-10-04,trending,0.629,False,10,Laptop,morning,v1.4
rec_031522,user_09751,movie_0518,2025-07-30,personalized,0.935,False,10,Smart TV,afternoon,v2.0
rec_031523,user_01622,movie_0548,2024-01-05,similar_users,0.236,True,12,Laptop,night,v1.4
rec_031524,user_07063,movie_0612,2025-12-30,new_releases,0.663,False,2,Laptop,evening,v1.3
rec_031525,user_00138,movie_0728,2024-06-18,personalized,0.202,False,6,Mobile,morning,v1.3
rec_031526,user_01117,movie_0393,2025-12-09,trending,0.805,False,3,Mobile,night,v2.0
rec_031527,user_06167,movie_0965,2024-02-07,new_releases,0.741,False,5,Mobile,evening,v2.0
rec_031528,user_04877,movie_0583,2025-12-17,genre_based,0.816,False,17,Tablet,night,v1.4
rec_031529,user_08113,movie_0611,2024-01-02,genre_based,,False,20,Smart TV,morning,v1.3
rec_031530,user_01908,movie_0897,2025-03-08,trending,0.138,True,18,Laptop,night,v1.4
rec_031531,user_04626,movie_0565,2025-06-18,new_releases,0.101,False,2,Laptop,evening,v1.3
rec_031532,user_07239,movie_0155,2025-10-10,trending,0.662,False,19,Laptop,evening,v1.4
rec_031533,user_03197,movie_0299,2024-07-08,similar_users,0.195,False,5,Tablet,morning,v1.2
rec_031534,user_04510,movie_0656,2025-02-02,trending,0.57,False,19,Laptop,afternoon,v1.3
rec_031535,user_02502,movie_0318,2024-05-13,trending,,False,15,Smart TV,evening,v1.3
rec_031536,user_05249,movie_0254,2025-08-19,personalized,0.239,False,12,Smart TV,morning,v1.2
rec_031537,user_01863,movie_0208,2025-12-23,genre_based,0.375,False,18,Tablet,night,v1.2
rec_031538,user_03924,movie_0852,2024-07-29,similar_users,0.5,False,16,Mobile,morning,v1.3
rec_031539,user_05769,movie_0909,2025-07-03,new_releases,0.147,False,9,Tablet,night,v1.4
rec_031540,user_08431,movie_0371,2025-03-25,similar_users,0.317,False,13,Laptop,evening,v1.2
rec_031541,user_00755,movie_0816,2024-12-21,new_releases,0.326,False,7,Laptop,morning,v1.4
rec_031542,user_02479,movie_0449,2024-02-18,personalized,0.604,False,20,Smart TV,afternoon,v2.0
rec_031543,user_03344,movie_0663,2024-03-08,genre_based,0.289,True,7,Smart TV,evening,v1.4
rec_031544,user_06087,movie_0500,2025-08-02,genre_based,0.302,True,13,Tablet,afternoon,v1.4
rec_031545,user_00871,movie_0152,2025-01-30,similar_users,0.423,False,17,Laptop,morning,v1.4
rec_031546,user_03753,movie_0658,2024-06-28,similar_users,0.276,False,8,Mobile,night,v1.4
rec_031547,user_03566,movie_0098,2025-04-10,personalized,0.821,False,5,Laptop,afternoon,v1.4
rec_031548,user_06950,movie_0985,2024-08-15,trending,0.328,False,2,Smart TV,evening,v1.3
rec_031549,user_08548,movie_0097,2024-12-18,trending,0.936,False,3,Laptop,night,v1.3
rec_031550,user_02700,movie_0831,2024-09-21,similar_users,0.786,False,2,Laptop,afternoon,v1.4
rec_031551,user_00501,movie_0275,2024-12-02,similar_users,,True,12,Tablet,evening,v1.3
rec_031552,user_00986,movie_0773,2024-02-20,genre_based,0.662,True,16,Tablet,night,v2.0
rec_031553,user_04423,movie_0320,2024-07-01,genre_based,0.134,False,15,Smart TV,evening,v1.3
rec_031554,user_09155,movie_0723,2025-05-14,personalized,0.173,False,3,Smart TV,afternoon,v1.2
rec_031555,user_04030,movie_0857,2024-10-18,trending,0.562,False,19,Mobile,afternoon,v1.4
rec_031556,user_06597,movie_0166,2024-12-18,personalized,0.71,False,9,Laptop,night,v1.3
rec_031557,user_02844,movie_0272,2025-07-21,trending,0.665,False,18,Mobile,evening,v2.0
rec_031558,user_09505,movie_0552,2025-07-20,trending,0.34,True,15,Laptop,evening,v1.3
rec_031559,user_03040,movie_0633,2025-10-29,similar_users,0.509,False,5,Tablet,night,v1.4
rec_031560,user_09615,movie_0540,2025-10-17,trending,0.551,False,7,Laptop,evening,v1.3
rec_031561,user_09247,movie_0393,2025-08-16,trending,0.706,False,15,Mobile,evening,v2.0
rec_031562,user_03180,movie_0351,2025-08-17,new_releases,0.216,False,11,Tablet,evening,v1.4
rec_031563,user_01806,movie_0524,2024-09-13,trending,0.195,True,8,Smart TV,evening,v1.3
rec_031564,user_02797,movie_0047,2025-12-16,personalized,0.496,False,19,Laptop,morning,v2.0
rec_031565,user_03962,movie_0646,2025-04-24,genre_based,,False,6,Tablet,morning,v2.0
